,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,actual_totrms_abvgrd,g_gr_area,total_sf
11,2752.0,906380150.0,20.0,RL,64.0,7488.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,393.0,Unf,0.0,815.0,1208.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2005.0,RFn,2.0,632.0,TA,TA,Y,105.0,58.0,0.0,0.0,0.0,0.0,None,None,None,0.0,2.0,2006.0,WD ,183600,8.0,1840.0,2416.0
12,807.0,906226060.0,70.0,RL,120.0,26400.0,Pave,None,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5.0,7.0,1880.0,2007.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,1288.0,728.0,0.0,2016.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Mod,1.0,TA,Attchd,1900.0,Unf,2.0,576.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2009.0,WD ,131000,8.0,2592.0,1288.0
13,1177.0,533236070.0,160.0,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,813.0,Unf,0.0,147.0,960.0,GasA,Ex,Y,SBrkr,962.0,645.0,0.0,1607.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,None,Detchd,2000.0,Unf,2.0,480.0,TA,TA,Y,169.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,12.0,2008.0,ConLD,200000,9.0,2087.0,1922.0
14,1480.0,907418040.0,20.0,RL,74.0,9627.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,Ex,Y,SBrkr,1361.0,0.0,0.0,1361.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,None,Attchd,2007.0,RFn,2.0,610.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2008.0,WD ,193000,8.0,1971.0,2712.0
15,324.0,923202105.0,20.0,RL,93.0,10114.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430.0,0.0,0.0,1430.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,None,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,3.0,2010.0,WD ,173500,9.0,2054.0,2860.0
16,1311.0,902301140.0,70.0,RM,34.0,4571.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5.0,5.0,1916.0,1950.0,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,624.0,624.0,GasA,Fa,N,SBrkr,624.0,720.0,0.0,1344.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,None,Detchd,1916.0,Unf,3.0,513.0,Fa,Fa,Y,0.0,0.0,96.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2008.0,COD,98000,8.0,1857.0,1248.0
17,770.0,905101490.0,20.0,RL,80.0,8816.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,6.0,1963.0,1963.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,651.0,Unf,0.0,470.0,1121.0,GasA,TA,Y,SBrkr,1121.0,0.0,0.0,1121.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,None,Detchd,1963.0,Unf,2.0,480.0,TA,TA,Y,0.0,80.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,6.0,2009.0,WD ,139000,6.0,1601.0,2242.0
18,2063.0,905107140.0,20.0,RL,71.0,8197.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,1285.0,0.0,0.0,1285.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1977.0,RFn,2.0,528.0,TA,TA,Y,138.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4.0,2007.0,WD ,143500,8.0,1813.0,1945.0
19,69.0,528458070.0,60.0,FV,72.0,8640.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764.0,783.0,0.0,1547.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,None,Attchd,2009.0,Unf,2.0,614.0,TA,TA,Y,169.0,45.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2010.0,Con,215200,9.0,2161.0,1520.0
20,2062.0,905106150.0,20.0,RL,109.0,8724.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,5.0,1968.0,1968.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492.0,Unf,0.0,402.0,894.0,GasA,Gd,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1968.0,Fin,2.0,450.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,5.0,2007.0,WD ,129000,6.0,1344.0,1788.0
21,351.0,527131030.0,120.0,RL,40.0,5664.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,2000.0,2000.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158.0,Unf,0.0,343.0,1501.0,GasA,Ex,Y,SBrkr,1659.0,0.0,0.0,1659.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,5.0,Typ,1.0,Ex,Attchd,2000.0,Fin,2.0,499.0,TA,TA,Y,212.0,59.0,0.0,0.0,0.0,0.0,None,None,None,0.0,10.0,2009.0,WD ,278000,7.0,2158.0,3160.0
22,2393.0,528142010.0,60.0,RL,103.0,12867.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,5.0,2005.0,2006.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1209.0,1209.0,GasA,Ex,Y,SBrkr,1209.0,1044.0,0.0,2253.0,0.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,575.0,TA,TA,Y,243.0,142.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2006.0,New,344133,10.0,2828.0,2418.0
23,12.0,527165230.0,20.0,RL,0.0,7980.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6.0,7.0,1992.0,2007.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,935.0,Unf,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,1187.0,0.0,0.0,1187.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,None,Attchd,1992.0,Fin,2.0,420.0,TA,TA,Y,483.0,21.0,0.0,0.0,0.0,0.0,None,GdPrv,Shed,500.0,3.0,2010.0,WD ,185000,8.0,1607.0,2355.0
24,2339.0,527250040.0,190.0,RL,100.0,34650.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5.0,5.0,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,None,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,1.0,2006.0,WD ,145000,6.0,1628.0,2112.0
25,624.0,535104120.0,20.0,RL,92.0,10573.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1961.0,1961.0,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,TA,TA,CBlock,TA,TA,No,Rec,1312.0,Unf,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,1453.0,0.0,0.0,1453.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1961.0,RFn,2.0,530.0,TA,TA,Y,0.0,49.0,0.0,0.0,288.0,0.0,None,GdPrv,None,0.0,4.0,2009.0,WD ,187500,8.0,1983.0,2906.0
26,86.0,532376160.0,20.0,RL,65.0,8450.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5.0,8.0,1965.0,2009.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553.0,BLQ,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,894.0,0.0,0.0,894.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1973.0,Unf,1.0,336.0,TA,TA,Y,416.0,144.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,4.0,2010.0,WD ,138500,6.0,1230.0,1788.0
27,1534.0,909277040.0,50.0,RL,0.0,11700.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1937.0,1995.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,336.0,942.0,GasA,Ex,Y,SBrkr,1265.0,673.0,0.0,1938.0,0.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,Min2,1.0,Gd,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2008.0,WD ,198000,9.0,2178.0,2207.0
28,2243.0,911103060.0,190.0,C (all),75.0,8250.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5.0,6.0,1895.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,957.0,957.0,GasA,Fa,N,SBrkr,1034.0,957.0,0.0,1991.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,9.0,Typ,0.0,None,None,0.0,None,0.0,0.0,None,None,N,0.0,0.0,133.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2007.0,WD ,119600,11.0,1991.0,1991.0
29,1957.0,535450190.0,50.0,RL,60.0,8064.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5.0,7.0,1949.0,2006.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672.0,252.0,0.0,924.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Po,Detchd,2003.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,Shed,2000.0,7.0,2007.0,WD ,122900,7.0,1500.0,1344.0
30,380.0,527355150.0,20.0,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8.0,5.0,1981.0,1981.0,Hip,WdShngl,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,1104.0,Unf,0.0,1420.0,2524.0,GasA,TA,Y,SBrkr,2524.0,0.0,0.0,2524.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,1981.0,Fin,2.0,542.0,TA,TA,Y,474.0,120.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,7.0,2009.0,WD ,278000,11.0,3066.0,5048.0
31,2860.0,909276010.0,70.0,RL,0.0,11435.0,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8.0,7.0,1929.0,1950.0,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,6.0,2006.0,WD ,230000,8.0,1917.0,1584.0
32,2517.0,533250130.0,120.0,RL,30.0,9549.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8.0,5.0,1995.0,1996.0,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1.0,0.0,1.0,1.0,2.0,1.0,Ex,6.0,Typ,1.0,Gd,Attchd,1995.0,Fin,2.0,481.0,TA,TA,Y,0.0,30.0,0.0,0.0,216.0,0.0,None,None,None,0.0,4.0,2006.0,WD ,270000,7.0,1975.0,2988.0
33,1933.0,535302070.0,20.0,RL,60.0,10950.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1952.0,1952.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948.0,0.0,0.0,948.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,None,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0.0,48.0,0.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2007.0,WD ,125000,6.0,1358.0,1896.0
34,820.0,906340110.0,20.0,RL,79.0,10637.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2007.0,2008.0,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288.0,Unf,0.0,417.0,1705.0,GasA,Ex,Y,SBrkr,1718.0,0.0,0.0,1718.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2007.0,RFn,3.0,826.0,TA,TA,Y,208.0,44.0,0.0,0.0,0.0,0.0,None,None,None,0.0,9.0,2009.0,WD ,297000,9.0,2544.0,3423.0
35,675.0,535426150.0,20.0,RL,80.0,9000.0,Pave,None,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1958.0,1958.0,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,TA,TA,CBlock,Gd,TA,Gd,Unf,0.0,Unf,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,1142.0,0.0,0.0,1142.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Basment,1958.0,RFn,1.0,384.0,TA,TA,Y,0.0,28.0,64.0,0.0,0.0,0.0,None,None,None,0.0,4.0,2009.0,WD ,113500,6.0,1526.0,1302.0
36,2910.0,923225240.0,160.0,RM,41.0,2665.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5.0,6.0,1977.0,1977.0,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,548.0,Rec,173.0,36.0,757.0,GasA,Ex,Y,SBrkr,925.0,550.0,0.0,1475.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1977.0,RFn,1.0,336.0,TA,TA,Y,104.0,26.0,0.0,0.0,0.0,0.0,None,None,None,0.0,7.0,2006.0,WD ,127000,8.0,1811.0,1682.0
